date,clock,stadium,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links
2nd January 2022,2:00pm,Elland Road,h,"36,083",19,3,23,1,55.3,44.7,22,8,7,2,6,4,9,2,70.8,59.9,3,1,9,3,5,1,61.1,57.1,40.4,59.6,1,4,11,7,2,1,0,0,https://www.skysports.com/football/leeds-united-vs-burnley/stats/446493
2nd January 2022,2:00pm,Goodison Park,a,"38,203",17,2,6,3,49.9,50.1,17,12,6,5,7,3,4,4,72.2,72.2,0,2,8,5,1,1,64.7,60,55.8,44.2,2,4,5,12,1,1,0,0,https://www.skysports.com/football/everton-vs-brighton-and-hove-albion/stats/446492
2nd January 2022,2:00pm,Gtech Community Stadium,h,"16,876",9,2,7,1,45.4,54.6,10,16,4,5,6,6,0,5,74.8,81.9,0,1,3,7,0,4,75,54.5,40,60,4,2,17,11,2,2,0,0,https://www.skysports.com/football/brentford-vs-aston-villa/stats/446489
1st January 2022,5:30pm,Selhurst Park,a,"24,351",11,2,14,3,62.7,37.3,22,10,6,5,11,4,5,1,87.3,72.6,4,1,9,1,0,2,80,58.1,59.4,40.6,2,4,6,16,0,2,0,0,https://www.skysports.com/football/crystal-palace-vs-west-ham-united/stats/446491
1st January 2022,3:00pm,Vicarage Road,a,"20,391",21,0,8,1,25.8,74.2,6,21,4,9,2,6,0,6,66.9,88.8,0,2,3,7,1,3,50,50,52.2,47.8,9,4,6,9,0,1,0,0,https://www.skysports.com/football/watford-vs-tottenham-hotspur/stats/446497
1st January 2022,12:30pm,Emirates Stadium,a,"59,757",2,1,1,2,28.8,71.2,7,15,2,2,4,6,1,7,71.9,88.8,0,1,5,5,1,2,37.5,50,23.8,76.2,0,1,13,5,3,2,1,0,https://www.skysports.com/football/arsenal-vs-manchester-city/stats/446488
30th December 2021,8:15pm,Old Trafford,h,"73,121",3,3,23,1,57.3,42.7,18,10,6,3,9,4,3,3,77.9,77.5,2,2,7,5,2,4,62.5,42.9,45.7,54.3,2,4,5,10,0,0,0,0,https://www.skysports.com/football/manchester-united-vs-burnley/stats/446485
29th December 2021,8:15pm,Gtech Community Stadium,a,"17,009",9,0,1,1,23.7,76.3,6,12,2,3,2,5,2,4,62.7,88.5,0,1,3,5,0,3,35.3,36.4,45.5,54.5,2,3,12,10,0,0,0,0,https://www.skysports.com/football/brentford-vs-manchester-city/stats/446479
29th December 2021,7:30pm,Stamford Bridge,d,"40,080",12,1,6,1,47.7,52.3,11,18,5,6,3,8,3,4,79.8,80.1,0,0,10,8,1,0,65.2,60.9,58.8,41.2,5,4,14,7,4,1,0,0,https://www.skysports.com/football/chelsea-vs-brighton-and-hove-albion/stats/446480
28th December 2021,8:00pm,The King Power Stadium,h,"32,230",18,1,5,0,36.6,63.4,6,21,1,4,2,12,3,5,73.2,81.6,1,2,1,12,3,1,52.9,66.7,54.1,45.9,4,0,8,11,0,1,0,0,https://www.skysports.com/football/leicester-city-vs-liverpool/stats/446484
28th December 2021,3:00pm,St. Mary's Stadium,d,"31,304",20,1,8,1,34.6,65.4,9,21,2,11,3,5,4,5,69.3,84.3,0,3,3,7,3,3,26.7,77.8,51.2,48.8,10,1,15,5,2,2,1,0,https://www.skysports.com/football/southampton-vs-tottenham-hotspur/stats/446486
28th December 2021,3:00pm,Vicarage Road,a,"20,073",21,1,14,4,43,57,14,13,5,6,5,3,4,4,66.1,74.7,2,4,4,5,0,1,75,60,56.8,43.2,2,4,12,12,0,1,0,0,https://www.skysports.com/football/watford-vs-west-ham-united/stats/446487
28th December 2021,3:00pm,Selhurst Park,h,"24,433",11,3,22,0,50.9,49.1,19,12,6,3,6,2,7,7,78.3,79.3,0,0,8,8,1,3,61.5,50,58.8,41.2,2,3,9,13,1,2,0,0,https://www.skysports.com/football/crystal-palace-vs-norwich-city/stats/446481
27th December 2021,8:00pm,"St James' Park, Newcastle",d,"52,178",4,1,3,1,31.4,68.6,13,13,8,4,3,3,2,6,64.5,80.4,1,3,2,3,2,3,55.6,58.8,36,64,2,7,11,8,3,3,0,0,https://www.skysports.com/football/newcastle-united-vs-manchester-united/stats/446473
26th December 2021,8:00pm,Amex Stadium,h,"30,141",6,2,9,0,50.4,49.6,15,16,5,6,7,6,3,4,80.3,77.3,1,1,6,9,2,3,53.8,56.3,57.1,42.9,5,3,8,10,1,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-brentford/stats/446469
26th December 2021,5:30pm,Villa Park,a,"41,907",7,1,12,3,42.1,57.9,8,10,1,4,2,3,5,3,85.7,88.8,0,2,2,5,2,2,52.9,58.8,46.7,53.3,1,1,8,11,3,1,0,0,https://www.skysports.com/football/aston-villa-vs-chelsea/stats/446468
26th December 2021,3:00pm,London Stadium,a,"41,027",14,2,20,3,55.8,44.2,11,11,5,6,3,2,3,3,80.3,76.7,2,0,10,2,2,1,76.9,52.6,47.5,52.5,3,2,10,9,2,3,0,0,https://www.skysports.com/football/west-ham-united-vs-southampton/stats/446476
26th December 2021,3:00pm,Tottenham Hotspur Stadium,h,"40,539",8,3,11,0,59.7,40.3,17,4,6,0,6,2,5,2,91,82.8,4,0,4,2,1,0,65.2,55.6,62.5,37.5,0,3,16,9,1,1,0,1,https://www.skysports.com/football/tottenham-hotspur-vs-crystal-palace/stats/446475
26th December 2021,3:00pm,Carrow Road,a,"26,940",22,0,2,5,35.2,64.8,4,16,2,6,1,4,1,6,72.6,84.3,0,1,3,5,3,2,47.1,84.6,30.3,69.7,1,2,13,7,1,2,0,0,https://www.skysports.com/football/norwich-city-vs-arsenal/stats/446474
26th December 2021,3:00pm,Etihad Stadium,h,"53,226",1,6,18,3,71.8,28.2,17,14,9,8,3,5,5,1,94.2,86.6,2,4,14,4,2,1,42.9,66.7,40,60,5,2,11,9,1,2,0,0,https://www.skysports.com/football/manchester-city-vs-leicester-city/stats/446472
19th December 2021,4:30pm,Tottenham Hotspur Stadium,d,"45,421",8,2,5,2,43.7,56.3,10,18,5,6,3,6,2,6,76.3,81.5,4,1,6,4,3,1,73.3,52,59.3,40.7,4,3,12,11,4,4,0,1,https://www.skysports.com/football/tottenham-hotspur-vs-liverpool/stats/446464
19th December 2021,2:00pm,Molineux,d,"30,631",13,0,12,0,36.9,63.1,4,8,1,1,1,1,2,6,77.8,87.8,1,1,4,9,2,4,47.1,56.3,44,56,1,1,9,7,0,2,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-chelsea/stats/446467
19th December 2021,2:00pm,"St James' Park, Newcastle",a,"52,127",4,0,1,4,28.1,71.9,5,18,1,7,4,8,0,3,81.1,91.1,0,5,3,6,4,2,53.8,47.6,60,40,3,1,9,6,1,2,0,0,https://www.skysports.com/football/newcastle-united-vs-manchester-city/stats/446462
18th December 2021,5:30pm,Elland Road,a,"36,166",19,1,2,4,50.9,49.1,9,21,2,12,6,3,1,6,77,77.8,1,5,1,4,0,1,28.6,53.8,35.3,64.7,8,1,11,7,3,1,0,0,https://www.skysports.com/football/leeds-united-vs-arsenal/stats/446460
16th December 2021,8:00pm,Anfield,h,"52,951",5,3,4,1,74.2,25.8,23,5,8,3,9,2,6,0,85.1,60.1,2,0,11,0,2,1,75,83.3,64,36,2,6,9,4,1,3,0,0,https://www.skysports.com/football/liverpool-vs-newcastle-united/stats/446456
16th December 2021,7:45pm,Stamford Bridge,d,"39,933",12,1,17,1,80.1,19.9,23,5,10,3,10,1,3,1,89.8,55.7,5,1,7,1,0,2,72.7,42.1,56.3,43.8,2,9,11,11,2,3,0,0,https://www.skysports.com/football/chelsea-vs-everton/stats/446455
15th December 2021,8:00pm,Emirates Stadium,h,"59,777",2,2,14,0,56.2,43.8,21,7,8,1,5,3,8,3,83.8,81.1,1,0,5,2,0,0,59.1,77.8,47.4,52.6,1,6,9,9,2,0,0,1,https://www.skysports.com/football/arsenal-vs-west-ham-united/stats/446448
15th December 2021,7:30pm,Selhurst Park,d,"22,861",11,2,20,2,59.7,40.3,9,15,6,4,2,7,1,4,74.3,64.5,2,0,4,6,1,3,50,83.3,52.2,47.8,2,4,16,20,2,4,0,0,https://www.skysports.com/football/crystal-palace-vs-southampton/stats/446452
15th December 2021,7:30pm,Amex Stadium,a,"30,362",6,0,13,1,59.3,40.7,12,8,2,5,7,2,3,1,84.2,77.5,2,2,7,4,1,1,50,52.9,45,55,4,2,11,15,2,0,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-wolverhampton-wanderers/stats/446450
14th December 2021,8:00pm,Etihad Stadium,h,"52,401",1,7,19,0,64.2,35.8,31,6,15,3,9,2,7,1,91.6,80.8,3,0,6,2,1,0,41.7,53.3,66.7,33.3,3,8,5,9,1,1,0,0,https://www.skysports.com/football/manchester-city-vs-leeds-united/stats/446457
14th December 2021,7:45pm,Carrow Road,a,"26,836",22,0,7,2,50.2,49.8,7,17,3,6,1,3,3,8,82.7,83,0,1,7,10,0,0,60.9,47.1,53.8,46.2,4,3,12,9,3,1,0,0,https://www.skysports.com/football/norwich-city-vs-aston-villa/stats/446454
12th December 2021,4:30pm,Selhurst Park,h,"24,066",11,3,17,1,61.2,38.8,17,12,6,6,5,1,6,5,83.4,70.3,1,1,8,2,1,0,80,64,65.9,34.1,5,3,15,14,0,2,0,0,https://www.skysports.com/football/crystal-palace-vs-everton/stats/446443
12th December 2021,2:00pm,The King Power Stadium,h,"31,959",18,4,4,0,47.3,52.7,8,12,5,3,2,3,1,6,79.3,79.8,2,0,4,6,0,1,65,61.5,46.7,53.3,3,1,9,16,2,3,0,0,https://www.skysports.com/football/leicester-city-vs-newcastle-united/stats/446444
12th December 2021,2:00pm,Turf Moor,d,"18,065",23,0,14,0,40.1,59.9,9,16,1,3,5,8,3,5,64.2,74.3,0,0,6,14,1,1,47.4,60,45.3,54.7,3,1,13,11,2,1,0,0,https://www.skysports.com/football/burnley-vs-west-ham-united/stats/446441
11th December 2021,5:30pm,Carrow Road,a,"27,066",22,0,3,1,47.2,52.8,11,13,5,5,1,4,5,4,77.5,81.6,0,1,8,6,0,1,55.6,47.6,41.7,58.3,4,5,6,17,1,1,0,0,https://www.skysports.com/football/norwich-city-vs-manchester-united/stats/446447
11th December 2021,3:00pm,Anfield,h,"53,093",5,1,7,0,62.3,37.7,20,4,5,0,8,2,7,2,82,70.8,1,0,11,3,2,1,47.1,42.9,75,25,0,4,13,6,1,2,0,0,https://www.skysports.com/football/liverpool-vs-aston-villa/stats/446445
11th December 2021,3:00pm,Stamford Bridge,h,"39,959",12,3,19,2,57.8,42.2,16,12,6,5,5,1,5,6,83.9,73.4,2,1,5,2,1,4,72.2,47.8,66.7,33.3,3,3,9,15,2,5,0,0,https://www.skysports.com/football/chelsea-vs-leeds-united/stats/446442
11th December 2021,3:00pm,Emirates Stadium,h,"59,653",2,3,20,0,61.3,38.7,15,11,5,6,7,2,3,3,79.9,74.1,3,0,9,8,3,1,50,33.3,48.8,51.2,6,2,5,9,2,0,0,0,https://www.skysports.com/football/arsenal-vs-southampton/stats/446438
11th December 2021,12:30pm,Etihad Stadium,h,"52,613",1,1,13,0,71,29,24,2,10,1,8,1,6,0,91,74.5,2,0,14,1,1,0,72.7,64.3,50,50,1,8,12,5,3,2,0,1,https://www.skysports.com/football/manchester-city-vs-wolverhampton-wanderers/stats/446446
10th December 2021,8:00pm,Gtech Community Stadium,h,"16,861",9,2,21,1,63.4,36.6,14,6,5,2,4,3,5,1,74.2,58,1,1,8,2,1,0,60,52.9,41,59,1,3,12,18,4,0,0,0,https://www.skysports.com/football/brentford-vs-watford/stats/446439
6th December 2021,8:00pm,Goodison Park,h,"38,906",17,2,2,1,36.1,63.9,11,10,5,3,3,4,3,3,69.3,82.7,1,1,3,3,5,1,53.8,21.1,53.3,46.7,2,3,8,12,2,2,0,0,https://www.skysports.com/football/everton-vs-arsenal/stats/446429
5th December 2021,4:30pm,Villa Park,h,"41,572",7,2,18,1,41.1,58.9,13,12,4,5,4,5,5,2,75.5,80.9,4,1,3,6,1,0,61.9,43.8,41.7,58.3,3,2,8,25,1,1,0,0,https://www.skysports.com/football/aston-villa-vs-leicester-city/stats/446428
5th December 2021,2:00pm,Tottenham Hotspur Stadium,h,"57,088",8,3,22,0,40.8,59.2,17,10,7,1,8,6,2,3,85.8,88.3,0,1,6,4,2,4,70,66.7,50,50,1,4,11,4,1,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-norwich-city/stats/446434
5th December 2021,2:00pm,Old Trafford,h,"73,172",3,1,11,0,61.3,38.7,16,8,3,2,7,3,6,3,82.3,71.3,0,2,9,6,3,0,45.8,65.2,44.7,55.3,2,2,16,9,2,2,0,0,https://www.skysports.com/football/manchester-united-vs-crystal-palace/stats/446431
5th December 2021,2:00pm,Elland Road,d,"35,639",19,2,9,2,63.1,36.9,13,9,6,3,4,2,3,4,79.8,68.2,2,2,5,1,7,0,61.1,38.9,48.6,51.4,1,4,11,9,5,3,0,0,https://www.skysports.com/football/leeds-united-vs-brentford/stats/446430
4th December 2021,5:30pm,Vicarage Road,a,"20,673",21,1,1,3,22.9,77.1,11,26,4,13,6,8,1,5,65.7,91.8,0,5,5,11,0,1,40,53.3,47.8,52.2,9,3,11,7,3,0,0,0,https://www.skysports.com/football/watford-vs-manchester-city/stats/446435
4th December 2021,3:00pm,Molineux,a,"30,729",13,0,5,1,32.9,67.1,3,17,1,5,2,8,0,4,70,84.9,0,1,2,8,7,1,47.6,53.3,26.7,73.3,3,1,4,7,2,2,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-liverpool/stats/446437
4th December 2021,3:00pm,"St James' Park, Newcastle",h,"51,948",4,1,23,0,47.8,52.2,19,10,4,1,4,5,11,4,66.5,71.3,1,0,10,3,0,1,69.2,53.3,46.6,53.4,1,3,11,9,1,1,0,0,https://www.skysports.com/football/newcastle-united-vs-burnley/stats/446432
4th December 2021,3:00pm,St. Mary's Stadium,d,"28,706",20,1,6,1,44.4,55.6,14,14,4,4,6,4,4,6,65.3,69.5,2,2,6,2,0,0,75,52.4,52.8,47.2,3,3,15,12,4,2,0,0,https://www.skysports.com/football/southampton-vs-brighton-and-hove-albion/stats/446433
4th December 2021,12:30pm,London Stadium,h,"59,942",14,3,12,2,36.2,63.8,11,19,5,7,6,4,0,8,74.6,86.2,1,1,1,9,3,1,53.8,83.3,54.8,45.2,5,1,10,10,1,3,0,0,https://www.skysports.com/football/west-ham-united-vs-chelsea/stats/446436
2nd December 2021,8:15pm,Old Trafford,h,"73,123",3,3,2,2,44.5,55.5,14,17,10,8,3,5,1,4,82.1,83.7,2,1,3,8,0,1,72.2,60,57.9,42.1,5,7,9,10,1,0,0,0,https://www.skysports.com/football/manchester-united-vs-arsenal/stats/446421
2nd December 2021,7:30pm,Tottenham Hotspur Stadium,h,"54,202",8,2,9,0,47,53,11,6,6,2,3,3,2,1,76.1,79.8,3,0,11,5,0,0,75,50,56.8,43.2,2,5,13,11,0,0,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-brentford/stats/446427
1st December 2021,8:15pm,Goodison Park,a,"39,641",17,1,5,4,31.3,68.7,8,16,2,7,2,5,4,4,62.5,81.6,1,5,3,11,3,1,66.7,73.3,40.5,59.5,3,1,8,16,4,3,0,0,https://www.skysports.com/football/everton-vs-liverpool/stats/446419
1st December 2021,8:15pm,Villa Park,a,"41,400",7,1,1,2,36,64,9,17,3,7,3,5,3,5,80.8,89.5,1,1,4,11,1,0,56,81.8,56,44,5,2,8,12,0,0,0,0,https://www.skysports.com/football/aston-villa-vs-manchester-city/stats/446418
1st December 2021,7:30pm,St. Mary's Stadium,d,"26,951",20,2,18,2,44.5,55.5,15,15,7,6,4,6,4,3,68.5,74.5,2,1,2,4,1,2,66.7,72.7,39.7,60.3,4,5,14,11,1,3,0,0,https://www.skysports.com/football/southampton-vs-leicester-city/stats/446426
1st December 2021,7:30pm,Molineux,d,"30,328",13,0,23,0,65.2,34.8,16,6,2,1,9,3,5,2,79.8,66,0,0,5,5,1,3,50,52.6,51.9,48.1,1,2,5,7,2,3,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-burnley/stats/446424
1st December 2021,7:30pm,London Stadium,d,"59,626",14,1,6,1,34.3,65.7,14,9,6,3,6,4,2,2,72.7,85.6,2,2,9,5,1,0,53.8,63.2,40.7,59.3,2,4,10,8,1,1,0,0,https://www.skysports.com/football/west-ham-united-vs-brighton-and-hove-albion/stats/446423
1st December 2021,7:30pm,Vicarage Road,a,"20,388",21,1,12,2,49.8,50.2,14,8,6,4,4,3,4,1,69.2,72,1,1,6,0,3,5,60,50,46,54,2,6,18,16,4,3,0,0,https://www.skysports.com/football/watford-vs-chelsea/stats/446422
30th November 2021,8:15pm,Elland Road,h,"35,558",19,1,11,0,61.9,38.1,15,9,3,1,3,4,9,4,79.7,69.6,1,1,7,4,2,0,39.1,42.9,57.1,42.9,1,2,15,15,5,3,0,0,https://www.skysports.com/football/leeds-united-vs-crystal-palace/stats/446420
30th November 2021,7:30pm,"St James' Park, Newcastle",d,"50,757",4,1,22,1,31.4,68.6,9,16,1,6,6,5,2,5,69.1,87,0,1,2,5,0,3,75,58.8,31.8,68.2,5,0,8,11,0,0,1,0,https://www.skysports.com/football/newcastle-united-vs-norwich-city/stats/446425
28th November 2021,4:30pm,Stamford Bridge,d,"40,041",12,1,3,1,65.7,34.3,24,3,6,2,10,1,8,0,86.2,74.2,0,0,15,2,2,1,68.8,71.4,50,50,1,5,13,14,2,5,0,0,https://www.skysports.com/football/chelsea-vs-manchester-united/stats/446412
28th November 2021,2:00pm,Etihad Stadium,h,"53,245",1,2,14,1,68.5,31.5,19,5,9,3,6,1,4,1,90.4,78.8,2,0,8,4,4,4,53.3,81.3,45.8,54.2,2,6,7,6,2,0,0,0,https://www.skysports.com/football/manchester-city-vs-west-ham-united/stats/446416
28th November 2021,2:00pm,The King Power Stadium,h,"32,020",18,4,21,2,56.7,43.3,18,17,8,5,4,8,6,4,69.5,61.1,3,2,8,6,5,2,63.6,64.3,56.6,43.4,3,4,5,20,0,0,0,0,https://www.skysports.com/football/leicester-city-vs-watford/stats/446414
28th November 2021,2:00pm,Gtech Community Stadium,h,"16,957",9,1,17,0,39.7,60.3,6,14,4,5,2,4,0,5,68,83,0,1,3,3,0,3,57.9,73.7,32.4,67.6,5,3,8,11,4,3,0,0,https://www.skysports.com/football/brentford-vs-everton/stats/446409
27th November 2021,5:30pm,Amex Stadium,d,"31,166",6,0,19,0,56.5,43.5,20,11,4,4,14,5,2,2,78,70.2,2,1,6,1,2,1,72.7,50,54.8,45.2,4,4,12,14,1,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-leeds-united/stats/446410
27th November 2021,3:00pm,Carrow Road,d,"26,911",22,0,13,0,43.1,56.9,14,5,4,2,7,3,3,0,84,85.7,2,0,4,3,1,0,73.9,33.3,42.1,57.9,2,4,11,10,2,2,0,0,https://www.skysports.com/football/norwich-city-vs-wolverhampton-wanderers/stats/446417
27th November 2021,3:00pm,Anfield,h,"53,040",5,4,20,0,64.5,35.5,20,7,6,3,9,1,5,3,80.3,68.3,3,1,5,7,2,2,76.9,37.5,41.2,58.8,3,2,7,14,0,1,0,0,https://www.skysports.com/football/liverpool-vs-southampton/stats/446415
27th November 2021,3:00pm,Selhurst Park,a,"25,203",11,1,7,2,63.3,36.7,8,10,3,3,4,5,1,2,86.8,79.4,1,0,7,3,1,0,75,75,52,48,1,2,12,10,3,3,0,0,https://www.skysports.com/football/crystal-palace-vs-aston-villa/stats/446413
27th November 2021,12:30pm,Emirates Stadium,h,"59,886",2,2,4,0,65.6,34.4,24,9,6,5,12,2,6,2,87.2,79.9,4,0,4,4,0,3,57.1,69.2,70.6,29.4,5,4,6,12,1,3,0,0,https://www.skysports.com/football/arsenal-vs-newcastle-united/stats/446408
21st November 2021,4:30pm,Tottenham Hotspur Stadium,h,"58,989",8,2,19,1,43.2,56.8,13,18,4,7,3,7,6,4,80.1,82.5,3,1,4,8,4,1,66.7,65,63.6,36.4,6,2,11,12,1,4,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-leeds-united/stats/446405
21st November 2021,2:00pm,Etihad Stadium,h,"52,571",1,3,17,0,73.3,22.7,17,4,7,1,6,0,4,3,93.7,69.6,4,0,7,1,0,2,46.7,38.9,75,25,1,4,5,7,1,1,0,0,https://www.skysports.com/football/manchester-city-vs-everton/stats/446402
20th November 2021,5:30pm,Anfield,h,"53,092",5,4,2,0,62.5,37.5,19,5,9,3,3,0,7,2,88.4,81,4,0,6,1,2,8,57.1,33.3,50,50,3,5,15,12,2,0,0,0,https://www.skysports.com/football/liverpool-vs-arsenal/stats/446401
20th November 2021,3:00pm,Molineux,h,"30,667",13,1,14,0,52.4,47.6,15,8,5,3,7,3,3,2,85.3,86.3,2,0,7,3,0,1,76.5,58.3,50,50,3,4,6,9,1,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-west-ham-united/stats/446407
20th November 2021,3:00pm,Vicarage Road,h,"21,087",21,4,3,1,38.7,61.3,20,9,7,3,6,5,7,1,66.9,79.9,2,3,9,3,1,4,59.1,61.5,42.9,57.1,2,3,7,5,2,1,0,1,https://www.skysports.com/football/watford-vs-manchester-united/stats/446406
20th November 2021,3:00pm,Carrow Road,h,"26,885",22,2,20,1,37,63,8,17,4,5,2,4,2,8,67.6,82.9,0,0,5,7,0,1,50,80,48.9,51.1,4,2,8,9,3,2,0,0,https://www.skysports.com/football/norwich-city-vs-southampton/stats/446404
20th November 2021,3:00pm,"St James' Park, Newcastle",d,"52,131",4,3,9,3,52.2,47.8,23,10,9,4,9,4,5,2,72.3,67.5,3,1,8,2,0,2,46.2,61.9,63.4,36.6,1,6,13,11,2,2,0,0,https://www.skysports.com/football/newcastle-united-vs-brentford/stats/446403
20th November 2021,3:00pm,Turf Moor,d,"18,221",23,3,11,3,39.5,60.5,15,18,9,8,4,6,2,4,68.5,80.3,1,2,3,6,1,0,73.3,33.3,66,34,5,6,14,15,2,3,0,0,https://sport.sky.de/fussball/burnley-vs-crystal-palace/daten/446399
20th November 2021,3:00pm,Villa Park,h,"41,925",7,2,6,0,37,63,9,6,5,2,1,0,3,4,82.4,89.3,1,1,5,7,1,0,62.5,68.8,36,64,2,3,7,13,3,3,0,0,https://www.skysports.com/football/aston-villa-vs-brighton-and-hove-albion/stats/446398
20th November 2021,12:30pm,The King Power Stadium,a,"32,192",18,0,12,3,38.3,61.7,4,16,3,7,1,7,0,2,73.3,85,1,5,3,5,3,4,45,86.7,38.1,61.9,4,3,15,8,3,1,0,0,https://www.skysports.com/football/leicester-city-vs-chelsea/stats/446400
7th November 2021,4:30pm,London Stadium,h,"59,909",14,3,5,2,30.9,69.1,7,16,3,5,2,5,2,6,70.6,86.4,2,2,3,2,2,0,37.5,66.7,47.2,52.8,3,1,11,6,1,1,0,0,https://www.skysports.com/football/west-ham-united-vs-liverpool/stats/446397
7th November 2021,2:00pm,Elland Road,d,"36,478",19,1,18,1,55.8,44.2,18,9,5,3,9,6,4,0,77.5,71.1,3,0,10,5,1,2,75,54.5,31.8,68.2,2,4,12,5,1,1,0,0,https://www.skysports.com/football/leeds-united-vs-leicester-city/stats/446394
7th November 2021,2:00pm,Goodison Park,d,"39,059",17,0,8,0,44.8,55.2,12,8,2,0,4,4,6,4,80.8,84.8,0,1,4,2,1,2,59.1,62.5,20.8,79.2,0,2,13,17,2,4,1,0,https://www.skysports.com/football/everton-vs-tottenham-hotspur/stats/446393
7th November 2021,2:00pm,Emirates Stadium,h,"59,833",2,1,21,0,60.7,39.3,14,7,6,1,5,2,3,4,83.8,72.2,0,1,4,2,3,3,54.5,66.7,66.7,33.3,1,5,6,19,4,2,0,1,https://www.skysports.com/football/arsenal-vs-watford/stats/446388
6th November 2021,5:30pm,Amex Stadium,d,"31,267",6,1,4,1,65.7,34.3,14,6,5,1,6,4,3,1,90.4,79.4,0,0,2,5,1,1,80,65.2,55,45,1,4,16,10,3,4,1,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-newcastle-united/stats/446390
6th November 2021,3:00pm,Stamford Bridge,d,"39,798",12,1,23,1,69.9,30.1,25,5,4,2,10,2,11,1,86.4,69.1,5,1,14,2,1,4,62.5,52.9,60.5,39.5,1,4,6,9,1,4,0,0,https://www.skysports.com/football/chelsea-vs-burnley/stats/446391
6th November 2021,3:00pm,Gtech Community Stadium,a,"16,837",9,1,22,2,64.5,35.5,19,9,7,5,5,3,7,1,77.8,67.4,3,0,6,2,2,3,73.7,43.8,60.3,39.7,4,6,12,13,2,3,0,0,https://www.skysports.com/football/brentford-vs-norwich-city/stats/446389
6th November 2021,3:00pm,Selhurst Park,h,"24,390",11,2,13,0,59.7,40.3,13,4,6,2,5,2,2,0,83.9,74.4,3,0,4,6,1,1,50,62.5,59.3,40.7,2,4,14,13,2,1,0,0,https://www.skysports.com/football/crystal-palace-vs-wolverhampton-wanderers/stats/446392
6th November 2021,12:30pm,Old Trafford,a,"73,086",3,0,1,2,32.6,67.4,5,16,1,5,3,7,1,4,81.5,91.6,0,1,1,9,4,1,61.1,50,47.4,52.6,5,1,9,12,1,2,0,0,https://www.skysports.com/football/manchester-united-vs-manchester-city/stats/446395
5th November 2021,8:00pm,St. Mary's Stadium,h,"30,178",20,1,7,0,56.4,43.6,9,14,3,3,4,7,2,4,80.5,71.6,0,0,10,8,0,2,78.6,45.5,45.5,54.5,3,2,12,12,2,2,0,0,https://www.skysports.com/football/southampton-vs-aston-villa/stats/446396
1st November 2021,8:00pm,Molineux,h,"30,617",13,2,17,1,62,38,10,14,4,5,3,5,3,4,84.8,75.1,1,1,4,3,1,2,60,57.7,55.8,44.2,4,2,10,8,1,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-everton/stats/446387
31st October 2021,4:30pm,Villa Park,a,"41,874",7,1,14,4,42.4,57.6,9,21,3,8,5,5,1,8,73.3,83.2,1,2,3,6,2,0,50,50,61,39,4,2,7,13,1,2,1,0,https://www.skysports.com/football/aston-villa-vs-west-ham-united/stats/446378
31st October 2021,2:00pm,Carrow Road,a,"26,913",22,1,19,2,47.9,52.1,14,13,3,6,6,2,5,5,67.7,73,0,1,5,0,0,0,47.1,47.6,46.5,53.5,3,2,14,23,1,4,0,0,https://www.skysports.com/football/norwich-city-vs-leeds-united/stats/446384
30th October 2021,5:30pm,Tottenham Hotspur Stadium,a,"60,356",8,0,3,3,58.2,41.8,9,10,0,4,6,2,3,4,85.3,80.5,2,2,10,2,4,1,52.6,70.6,56.7,43.3,1,0,12,14,2,3,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-manchester-united/stats/446385
30th October 2021,3:00pm,Vicarage Road,a,"20,869",21,0,20,1,38.7,61.3,10,12,4,1,6,6,0,5,66.7,75.5,1,2,5,8,2,0,46.7,66.7,37.5,62.5,0,3,16,6,2,2,0,0,https://www.skysports.com/football/watford-vs-southampton/stats/446386
30th October 2021,3:00pm,"St James' Park, Newcastle",a,"52,208",4,0,12,3,20.8,79.2,6,19,1,6,2,6,3,7,62.1,90.3,0,2,0,2,1,4,40,33.3,53.3,44.7,3,1,14,12,3,2,0,0,https://www.skysports.com/football/newcastle-united-vs-chelsea/stats/446383
30th October 2021,3:00pm,Etihad Stadium,a,"53,014",1,0,11,2,67.6,32.4,14,8,3,3,4,4,7,1,85.9,72.4,0,1,7,1,2,5,62.5,61.9,48.1,51.9,1,3,11,11,2,3,1,0,https://www.skysports.com/football/manchester-city-vs-crystal-palace/stats/446382
